,accession,name,chemical_formula,average_molecular_weight,monisotopic_molecular_weight,iupac_name,traditional_iupac,cas_registry_number,smiles,inchi,inchikey
230,HMDB0041715,Cyanidin 3-[2-(6-(E)-caffeoyl-glucoside)-glucoside] 5-glucoside,C43H49O24,949.8348,949.261377496,"3-{[(2S,3R,4S,5S,6R)-6-({[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy}methyl)-4,5-dihydroxy-3-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl]oxy}-7-hydroxy-2-(4-hydroxy-3-methoxyphenyl)-5-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-1λ⁴-chromen-1-ylium","3-{[(2S,3R,4S,5S,6R)-6-({[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy}methyl)-4,5-dihydroxy-3-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl]oxy}-7-hydroxy-2-(4-hydroxy-3-methoxyphenyl)-5-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-1λ⁴-chromen-1-ylium",Nah,COC1=CC(=CC=C1O)C1=[O+]C2=C(C=C1O[C@@H]1O[C@H](COC(=O)\C=C\C3=CC(O)=C(O)C=C3)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=CC(O)=C2,"InChI=1S/C43H48O24/c1-59-25-9-17(4-6-21(25)48)39-26(12-19-23(61-39)10-18(46)11-24(19)62-41-37(57)34(54)31(51)27(13-44)64-41)63-43-40(67-42-38(58)35(55)32(52)28(14-45)65-42)36(56)33(53)29(66-43)15-60-30(50)7-3-16-2-5-20(47)22(49)8-16/h2-12,27-29,31-38,40-45,51-58H,13-15H2,1H3,(H3-,46,47,48,49,50)/p+1/t27-,28-,29-,31-,32-,33-,34+,35+,36+,37-,38-,40-,41-,42+,43-/m1/s1",DGVPBUDMTNUREK-FRWPPZSRSA-O
231,HMDB0041716,Cyanidin 3-diglucoside 5-glucoside,C33H41O21,773.666,773.214033374,"2-(3,4-dihydroxyphenyl)-7-hydroxy-5-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-3-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-({[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}methyl)oxan-2-yl]oxy}-1λ⁴-chromen-1-ylium","2-(3,4-dihydroxyphenyl)-7-hydroxy-5-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-3-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-({[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}methyl)oxan-2-yl]oxy}-1λ⁴-chromen-1-ylium",Nah,OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=CC4=C(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C=C(O)C=C4[O+]=C3C3=CC=C(O)C(O)=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,"InChI=1S/C33H40O21/c34-7-18-21(39)24(42)27(45)31(52-18)48-9-20-23(41)26(44)29(47)33(54-20)51-17-6-12-15(49-30(17)10-1-2-13(37)14(38)3-10)4-11(36)5-16(12)50-32-28(46)25(43)22(40)19(8-35)53-32/h1-6,18-29,31-35,39-47H,7-9H2,(H2-,36,37,38)/p+1/t18-,19-,20-,21-,22-,23-,24+,25+,26+,27-,28-,29-,31-,32-,33-/m1/s1",KVPLVCKTEICQDV-PQFOCHFESA-O
232,HMDB0041726,Dihydroglycitein,C16H14O5,286.2794,286.084123558,"7-hydroxy-3-(4-hydroxyphenyl)-6-methoxy-3,4-dihydro-2H-1-benzopyran-4-one","7-hydroxy-3-(4-hydroxyphenyl)-6-methoxy-2,3-dihydro-1-benzopyran-4-one",Nah,COC1=C(O)C=C2OCC(C(=O)C2=C1)C1=CC=C(O)C=C1,"InChI=1S/C16H14O5/c1-20-15-6-11-14(7-13(15)18)21-8-12(16(11)19)9-2-4-10(17)5-3-9/h2-7,12,17-18H,8H2,1H3",HEZSALBPROZVOO-UHFFFAOYSA-N
233,HMDB0041762,Peonidin 3-(2-(6-(E)-caffeoyl-beta-D-glucosyl)-beta-D-glucoside) 5-beta-D-glucoside,C43H49O24,949.8348,949.261377496,"3-{[(2S,3R,4S,5S,6R)-3-{[(2S,3R,4S,5S,6R)-6-({[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy}methyl)-3,4,5-trihydroxyoxan-2-yl]oxy}-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-7-hydroxy-2-(4-hydroxy-3-methoxyphenyl)-5-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-1λ⁴-chromen-1-ylium","3-{[(2S,3R,4S,5S,6R)-3-{[(2S,3R,4S,5S,6R)-6-({[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy}methyl)-3,4,5-trihydroxyoxan-2-yl]oxy}-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-7-hydroxy-2-(4-hydroxy-3-methoxyphenyl)-5-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-1λ⁴-chromen-1-ylium",Nah,COC1=C(O)C=CC(=C1)C1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](COC(=O)\C=C\C3=CC=C(O)C(O)=C3)[C@@H](O)[C@H](O)[C@H]2O)C=C2C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=CC(O)=CC2=[O+]1,"InChI=1S/C43H48O24/c1-59-25-9-17(4-6-21(25)48)39-26(12-19-23(61-39)10-18(46)11-24(19)62-41-37(57)34(54)31(51)27(13-44)64-41)63-43-40(36(56)32(52)28(14-45)65-43)67-42-38(58)35(55)33(53)29(66-42)15-60-30(50)7-3-16-2-5-20(47)22(49)8-16/h2-12,27-29,31-38,40-45,51-58H,13-15H2,1H3,(H3-,46,47,48,49,50)/p+1/t27-,28-,29-,31-,32-,33-,34+,35+,36+,37-,38-,40-,41-,42+,43-/m1/s1",HFNKXOBZVJNMRG-FRWPPZSRSA-O
234,HMDB0041763,Peonidin 3-diglucoside 5-glucoside,C34H43O21,787.6926,787.229683438,"7-hydroxy-2-(4-hydroxy-3-methoxyphenyl)-5-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-3-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-({[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}methyl)oxan-2-yl]oxy}-1λ⁴-chromen-1-ylium","7-hydroxy-2-(4-hydroxy-3-methoxyphenyl)-5-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-3-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-({[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}methyl)oxan-2-yl]oxy}-1λ⁴-chromen-1-ylium",Nah,COC1=C(O)C=CC(=C1)C1=C(O[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)C=C2C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=CC(O)=CC2=[O+]1,"InChI=1S/C34H42O21/c1-48-17-4-11(2-3-14(17)38)31-18(7-13-15(50-31)5-12(37)6-16(13)51-33-29(46)26(43)23(40)20(9-36)54-33)52-34-30(47)27(44)24(41)21(55-34)10-49-32-28(45)25(42)22(39)19(8-35)53-32/h2-7,19-30,32-36,39-47H,8-10H2,1H3,(H-,37,38)/p+1/t19-,20-,21-,22-,23-,24-,25+,26+,27+,28-,29-,30-,32-,33-,34-/m1/s1",CTPVRNHONLVYJU-ZZEFOAGVSA-O
235,HMDB0041764,Peonidin 3-sambubioside,C27H31O15,595.526,595.166295322,"3-{[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-{[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxy}oxan-2-yl]oxy}-5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-1λ⁴-chromen-1-ylium","3-{[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-{[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxy}oxan-2-yl]oxy}-5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-1λ⁴-chromen-1-ylium",Nah,COC1=C(O)C=CC(=C1)C1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)C=C2C(O)=CC(O)=CC2=[O+]1,"InChI=1S/C27H30O15/c1-37-17-4-10(2-3-13(17)30)24-18(7-12-14(31)5-11(29)6-16(12)39-24)40-27-25(22(35)21(34)19(8-28)41-27)42-26-23(36)20(33)15(32)9-38-26/h2-7,15,19-23,25-28,32-36H,8-9H2,1H3,(H2-,29,30,31)/p+1/t15-,19-,20+,21-,22+,23-,25-,26+,27-/m1/s1",PYUGATAPBPHGFK-UVSNCIQKSA-O
236,HMDB0041767,Peonidin 3-xyloside,C21H21O10,433.3854,433.113471892,"3-{[(2S,3R,4R,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy}-5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-1λ⁴-chromen-1-ylium","3-{[(2S,3R,4R,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy}-5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-1λ⁴-chromen-1-ylium",Nah,COC1=C(O)C=CC(=C1)C1=C(O[C@@H]2O[C@H](CO)[C@H](O)[C@H]2O)C=C2C(O)=CC(O)=CC2=[O+]1,"InChI=1S/C21H20O10/c1-28-15-4-9(2-3-12(15)24)20-16(30-21-19(27)18(26)17(8-22)31-21)7-11-13(25)5-10(23)6-14(11)29-20/h2-7,17-19,21-22,26-27H,8H2,1H3,(H2-,23,24,25)/p+1/t17-,18+,19-,21-/m1/s1",KGHFAKPGOXLHAB-RCLSDMTESA-O
237,HMDB0041772,Resveratrol 3-sulfate,C14H12O6S,308.306,308.035458806,{3-hydroxy-5-[(E)-2-(4-hydroxyphenyl)ethenyl]phenyl}oxidanesulfonic acid,{3-hydroxy-5-[(E)-2-(4-hydroxyphenyl)ethenyl]phenyl}oxidanesulfonic acid,Nah,OC1=CC=C(\C=C\C2=CC(O)=CC(OS(O)(=O)=O)=C2)C=C1,"InChI=1S/C14H12O6S/c15-12-5-3-10(4-6-12)1-2-11-7-13(16)9-14(8-11)20-21(17,18)19/h1-9,15-16H,(H,17,18,19)/b2-1+",DULQFFCIVGYOFH-OWOJBTEDSA-N
238,HMDB0041784,trans-Resveratrol 4'-sulfate,C14H12O6S,308.306,308.035458806,"{4-[(E)-2-(3,5-dihydroxyphenyl)ethenyl]phenyl}oxidanesulfonic acid","{4-[(E)-2-(3,5-dihydroxyphenyl)ethenyl]phenyl}oxidanesulfonic acid",Nah,OC1=CC(\C=C\C2=CC=C(OS(O)(=O)=O)C=C2)=CC(O)=C1,"InChI=1S/C14H12O6S/c15-12-7-11(8-13(16)9-12)2-1-10-3-5-14(6-4-10)20-21(17,18)19/h1-9,15-16H,(H,17,18,19)/b2-1+",KOTTWDFKZULRPN-OWOJBTEDSA-N
239,HMDB0041788,Vanillic acid 4-O-sulfate,C8H8O7S,248.21,247.9990733,3-methoxy-4-(sulfooxy)benzoic acid,3-methoxy-4-(sulfooxy)benzoic acid,71235-86-4,COC1=C(OS(O)(=O)=O)C=CC(=C1)C(O)=O,"InChI=1S/C8H8O7S/c1-14-7-4-5(8(9)10)2-3-6(7)15-16(11,12)13/h2-4H,1H3,(H,9,10)(H,11,12,13)",TXRKUXPAEPOCIX-UHFFFAOYSA-N
240,HMDB0041797,"2,4-Dichlorophenoxyacetic acid",C8H6Cl2O3,221.037,219.969399472,"2-(2,4-dichlorophenoxy)acetic acid",rhodia,94-75-7,OC(=O)COC1=C(Cl)C=C(Cl)C=C1,"InChI=1S/C8H6Cl2O3/c9-5-1-2-7(6(10)3-5)13-4-8(11)12/h1-3H,4H2,(H,11,12)",OVSKIKFHRZPJSS-UHFFFAOYSA-N
241,HMDB0041800,"2,5-Dichlorophenol",C6H4Cl2O,163.001,161.963920164,"2,5-dichlorophenol","2,5-dichlorophenol",583-78-8,OC1=C(Cl)C=CC(Cl)=C1,"InChI=1S/C6H4Cl2O/c7-4-1-2-5(8)6(9)3-4/h1-3,9H",RANCECPPZPIPNO-UHFFFAOYSA-N
242,HMDB0041974,Pentachlorophenol,C6HCl5O,266.337,263.847003189,pentachlorophenol,permite,87-86-5,OC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,InChI=1S/C6HCl5O/c7-1-2(8)4(10)6(12)5(11)3(1)9/h12H,IZUPBVBPLAPZRR-UHFFFAOYSA-N
243,HMDB0042032,Thiodiacetic acid,C4H6O4S,150.153,149.99867937,2-[(carboxymethyl)sulfanyl]acetic acid,thiodiglycolic acid,123-93-3,OC(=O)CSCC(O)=O,"InChI=1S/C4H6O4S/c5-3(6)1-9-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)",UVZICZIVKIMRNE-UHFFFAOYSA-N
244,HMDB0059667,3-Methyl sulfolene,C5H8O2S,132.181,132.02450019,"3-methyl-2,5-dihydro-1λ⁶-thiophene-1,1-dione",3-methylsulfolene,Nah,CC1=CCS(=O)(=O)C1,"InChI=1S/C5H8O2S/c1-5-2-3-8(6,7)4-5/h2H,3-4H2,1H3",FAYFWMOSHFCQPG-UHFFFAOYSA-N
245,HMDB0059676,beta-Vatirenene,C15H22,202.3352,202.172150704,"8,8a-dimethyl-2-(propan-2-ylidene)-1,2,3,7,8,8a-hexahydronaphthalene","1,8a-dimethyl-7-(propan-2-ylidene)-1,2,6,8-tetrahydronaphthalene",Nah,CC1CC=CC2=CCC(CC12C)=C(C)C,"InChI=1S/C15H22/c1-11(2)13-8-9-14-7-5-6-12(3)15(14,4)10-13/h5,7,9,12H,6,8,10H2,1-4H3",QSUQBXKPPUWLTH-UHFFFAOYSA-N
246,HMDB0059677,"3-Buten-2-one 1-(2,3,6-trimethyl phenyl)",C13H16O,188.2655,188.120115134,"1-(2,3,6-trimethylphenyl)but-3-en-2-one","1-(2,3,6-trimethylphenyl)but-3-en-2-one",Nah,CC1=C(C)C(CC(=O)C=C)=C(C)C=C1,"InChI=1S/C13H16O/c1-5-12(14)8-13-10(3)7-6-9(2)11(13)4/h5-7H,1,8H2,2-4H3",KBGDCKHDBZJUKE-UHFFFAOYSA-N
247,HMDB0059678,1-Hydroxy-2-pentanone,C5H10O2,102.1317,102.068079564,1-hydroxypentan-2-one,1-hydroxypentan-2-one,Nah,CCCC(=O)CO,"InChI=1S/C5H10O2/c1-2-3-5(7)4-6/h6H,2-4H2,1H3",WOVLKKLXYZJMSN-UHFFFAOYSA-N
248,HMDB0059683,"1-H-Inden-1-one,2,3-dihydro-3,3,5,6-tetramethyl",C13H16O,188.2655,188.120115134,"3,3,5,6-tetramethyl-2,3-dihydro-1H-inden-1-one","3,3,5,6-tetramethyl-2H-inden-1-one",Nah,CC1=CC2=C(C=C1C)C(C)(C)CC2=O,"InChI=1S/C13H16O/c1-8-5-10-11(6-9(8)2)13(3,4)7-12(10)14/h5-6H,7H2,1-4H3",BXABKFVJTUQBMS-UHFFFAOYSA-N
249,HMDB0059689,"Benzylalcohol alpha-isobutyl-2,4,6-trimethyl(1-mestyl-3-methyl-1-butanol)",C15H24,204.3511,204.187800768,"1,3,5-trimethyl-2-(4-methylpentan-2-yl)benzene","1,3,5-trimethyl-2-(4-methylpentan-2-yl)benzene",Nah,CC(C)CC(C)C1=C(C)C=C(C)C=C1C,"InChI=1S/C15H24/c1-10(2)7-12(4)15-13(5)8-11(3)9-14(15)6/h8-10,12H,7H2,1-6H3",IYHMGJWXHMMQEK-UHFFFAOYSA-N
250,HMDB0059693,1-Methylcyclohexanol,C7H14O,114.1855,114.10446507,1-methylcyclohexan-1-ol,methylcyclohexanol,Nah,CC1(O)CCCCC1,"InChI=1S/C7H14O/c1-7(8)5-3-2-4-6-7/h8H,2-6H2,1H3",VTBOTOBFGSVRMA-UHFFFAOYSA-N
251,HMDB0059695,alpha-Cedrene,C15H24,204.3511,204.187800768,"(1S,2R,5S,7S)-2,6,6,8-tetramethyltricyclo[5.3.1.0¹,⁵]undec-8-ene",α-cedrene,Nah,[H][C@@]12CC[C@@H](C)[C@]11C[C@@H](C(C)=CC1)C2(C)C,"InChI=1S/C15H24/c1-10-7-8-15-9-12(10)14(3,4)13(15)6-5-11(15)2/h7,11-13H,5-6,8-9H2,1-4H3/t11-,12+,13+,15+/m1/s1",IRAQOCYXUMOFCW-OSFYFWSMSA-N
252,HMDB0059696,"1,2,3,4,Tetrahydro-1,5,7-trimethylnapthalene",C13H18,174.282,174.140850576,"1,5,7-trimethyl-1,2,3,4-tetrahydronaphthalene","1,3,5-trimethyl-5,6,7,8-tetrahydronaphthalene",Nah,CC1CCCC2=C(C)C=C(C)C=C12,"InChI=1S/C13H18/c1-9-7-11(3)12-6-4-5-10(2)13(12)8-9/h7-8,10H,4-6H2,1-3H3",VJFBUCVRMBYHAH-UHFFFAOYSA-N
253,HMDB0059697,"1-(2,3,6-trimethyl phenyl)-3-Buten-2-one",C13H16O,188.2655,188.120115134,"1-(2,3,6-trimethylphenyl)but-3-en-2-one","1-(2,3,6-trimethylphenyl)but-3-en-2-one",Nah,CC1=C(C)C(CC(=O)C=C)=C(C)C=C1,"InChI=1S/C13H16O/c1-5-12(14)8-13-10(3)7-6-9(2)11(13)4/h5-7H,1,8H2,2-4H3",KBGDCKHDBZJUKE-UHFFFAOYSA-N
254,HMDB0059701,"1,6,7-Trimethylnaphthalene",C13H14,170.2503,170.109550448,"1,6,7-trimethylnaphthalene","2,3,5-trimethylnaphthalene",Nah,CC1=CC2=CC=CC(C)=C2C=C1C,"InChI=1S/C13H14/c1-9-5-4-6-12-7-10(2)11(3)8-13(9)12/h4-8H,1-3H3",JBXULKRNHAQMAS-UHFFFAOYSA-N
255,HMDB0059704,"3,9-Dimethyluric acid",C7H8N4O3,196.1634,196.059640142,"3,9-dimethyl-2,3,6,7,8,9-hexahydro-1H-purine-2,6,8-trione","3,9-dimethyl-1,7-dihydropurine-2,6,8-trione",Nah,CN1C(=O)NC2=C1N(C)C(=O)NC2=O,"InChI=1S/C7H8N4O3/c1-10-5-3(8-6(10)13)4(12)9-7(14)11(5)2/h1-2H3,(H,8,13)(H,9,12,14)",HCUXKVFCFSVKHK-UHFFFAOYSA-N
256,HMDB0059710,2-Hydroxynicotinic acid,C6H5NO3,139.1088,139.026943031,"2-oxo-1,2-dihydropyridine-3-carboxylic acid",2-oxo-1H-pyridine-3-carboxylic acid,609-71-2,OC(=O)C1=CC=CNC1=O,"InChI=1S/C6H5NO3/c8-5-4(6(9)10)2-1-3-7-5/h1-3H,(H,7,8)(H,9,10)",UEYQJQVBUVAELZ-UHFFFAOYSA-N
257,HMDB0059726,(+)-4-Carene,C10H16,136.234,136.125200512,"4,7,7-trimethylbicyclo[4.1.0]hept-2-ene","4,7,7-trimethylbicyclo[4.1.0]hept-2-ene",Nah,CC1CC2C(C=C1)C2(C)C,"InChI=1S/C10H16/c1-7-4-5-8-9(6-7)10(8,2)3/h4-5,7-9H,6H2,1-3H3",LGNSZMLHOYDATP-UHFFFAOYSA-N
258,HMDB0059727,"2,4-Dimethyladipic acid",C8H14O4,174.1944,174.089208936,"2,4-dimethylhexanedioic acid","2,4-dimethylhexanedioic acid",Nah,CC(CC(C)C(O)=O)CC(O)=O,"InChI=1S/C8H14O4/c1-5(4-7(9)10)3-6(2)8(11)12/h5-6H,3-4H2,1-2H3,(H,9,10)(H,11,12)",OEEUPULXQBRPEO-UHFFFAOYSA-N
259,HMDB0059729,"3,4-Methylenesebacic acid",C12H18O4,226.2689,226.120509064,"3,4-dimethylidenedecanedioic acid","3,4-dimethylidenedecanedioic acid",Nah,OC(=O)CCCCCC(=C)C(=C)CC(O)=O,"InChI=1S/C12H18O4/c1-9(10(2)8-12(15)16)6-4-3-5-7-11(13)14/h1-8H2,(H,13,14)(H,15,16)",YVOCTABTPCVYNG-UHFFFAOYSA-N
260,HMDB0059730,"3,4-Methylenepimelic acid",C9H12O4,184.1892,184.073558872,"3,4-dimethylideneheptanedioic acid","3,4-dimethylideneheptanedioic acid",Nah,OC(=O)CCC(=C)C(=C)CC(O)=O,"InChI=1S/C9H12O4/c1-6(3-4-8(10)11)7(2)5-9(12)13/h1-5H2,(H,10,11)(H,12,13)",CSNVGEOLHZRUFI-UHFFFAOYSA-N
261,HMDB0059731,"2,3-Methyleneglutaric acid",C7H8O4,156.136,156.042258744,"2,3-dimethylidenepentanedioic acid","2,3-dimethylidenepentanedioic acid",Nah,OC(=O)CC(=C)C(=C)C(O)=O,"InChI=1S/C7H8O4/c1-4(3-6(8)9)5(2)7(10)11/h1-3H2,(H,8,9)(H,10,11)",YNNMOGWGBFSMGB-UHFFFAOYSA-N
262,HMDB0059732,2-(2-Phenylacetoxy)propionylglycine,C13H15NO5,265.2619,265.095022595,2-[(2-phenylacetyl)oxy]-2-propanamidoacetic acid,[(2-phenylacetyl)oxy](propanamido)acetic acid,Nah,CCC(=O)NC(OC(=O)CC1=CC=CC=C1)C(O)=O,"InChI=1S/C13H15NO5/c1-2-10(15)14-12(13(17)18)19-11(16)8-9-6-4-3-5-7-9/h3-7,12H,2,8H2,1H3,(H,14,15)(H,17,18)",CFIIOIQADIQNGQ-UHFFFAOYSA-N
263,HMDB0059733,"1,4,5-Trimethyl-naphtalene",C13H14,170.2503,170.109550448,"1,4,5-trimethylnaphthalene","1,4,5-trimethylnaphthalene",Nah,CC1=CC=CC2=C(C)C=CC(C)=C12,"InChI=1S/C13H14/c1-9-7-8-11(3)13-10(2)5-4-6-12(9)13/h4-8H,1-3H3",FSAWRQYDMHSDRN-UHFFFAOYSA-N
264,HMDB0059735,5-Methylfuran-2-carboxylic acid,C6H6O3,126.11,126.031694058,5-methylfuran-2-carboxylic acid,5-methylfuran-2-carboxylic acid,Nah,CC1=CC=C(O1)C(O)=O,"InChI=1S/C6H6O3/c1-4-2-3-5(9-4)6(7)8/h2-3H,1H3,(H,7,8)",OVOCLWJUABOAPL-UHFFFAOYSA-N
265,HMDB0059738,2-Ethylglutaric acid,C7H12O4,160.1678,160.073558872,2-ethylpentanedioic acid,2-ethylpentanedioic acid,Nah,CCC(CCC(O)=O)C(O)=O,"InChI=1S/C7H12O4/c1-2-5(7(10)11)3-4-6(8)9/h5H,2-4H2,1H3,(H,8,9)(H,10,11)",QHNBKRVBKPWUKG-UHFFFAOYSA-N
266,HMDB0059739,"1-Ethyl-3,5-diisopropyl-benzene",C14H22,190.3245,190.172150704,"1-ethyl-3,5-bis(propan-2-yl)benzene","1-ethyl-3,5-diisopropylbenzene",Nah,CCC1=CC(=CC(=C1)C(C)C)C(C)C,"InChI=1S/C14H22/c1-6-12-7-13(10(2)3)9-14(8-12)11(4)5/h7-11H,6H2,1-5H3",HWWKORYFZUHZKW-UHFFFAOYSA-N
267,HMDB0059741,xanthurenic acid 8-O-sulfate,C10H7NO7S,285.23,284.994322273,"4-oxo-8-(sulfooxy)-1,4-dihydroquinoline-2-carboxylic acid",4-oxo-8-(sulfooxy)-1H-quinoline-2-carboxylic acid,Nah,OC(=O)C1=CC(=O)C2=CC=CC(OS(O)(=O)=O)=C2N1,"InChI=1S/C10H7NO7S/c12-7-4-6(10(13)14)11-9-5(7)2-1-3-8(9)18-19(15,16)17/h1-4H,(H,11,12)(H,13,14)(H,15,16,17)",FNGKEPQCRRMUOC-UHFFFAOYSA-N
268,HMDB0059743,2-Hydroxyglutaric acid lactone,C5H6O4,130.0987,130.02660868,5-oxooxolane-2-carboxylic acid,5-oxooxolane-2-carboxylic acid,Nah,OC(=O)C1CCC(=O)O1,"InChI=1S/C5H6O4/c6-4-2-1-3(9-4)5(7)8/h3H,1-2H2,(H,7,8)",QVADRSWDTZDDGR-UHFFFAOYSA-N
269,HMDB0059744,"3,4-Methyleneazelaic acid",C11H16O4,212.2423,212.104859,"3,4-dimethylidenenonanedioic acid","3,4-dimethylidenenonanedioic acid",Nah,OC(=O)CCCCC(=C)C(=C)CC(O)=O,"InChI=1S/C11H16O4/c1-8(9(2)7-11(14)15)5-3-4-6-10(12)13/h1-7H2,(H,12,13)(H,14,15)",DHNSTMIMQCKEPC-UHFFFAOYSA-N
270,HMDB0059745,N-Acetylaminooctanoic acid,C10H19NO3,201.2628,201.136493479,2-[(1-hydroxyethylidene)amino]octanoic acid,2-[(1-hydroxyethylidene)amino]octanoic acid,Nah,CCCCCCC(N=C(C)O)C(O)=O,"InChI=1S/C10H19NO3/c1-3-4-5-6-7-9(10(13)14)11-8(2)12/h9H,3-7H2,1-2H3,(H,11,12)(H,13,14)",JJGNMSOJTSABGA-UHFFFAOYSA-N
271,HMDB0059746,"(1R,2S,5R,6S)-6-(3,4-Dihydroxyphenyl)-2-(3,4-methylenedioxyphenyl)-3,7-dioxabicyclo-[3,3,0]octane",C19H18O6,342.3426,342.110338308,"4-[(1S,4S)-4-(2H-1,3-benzodioxol-5-yl)-hexahydrofuro[3,4-c]furan-1-yl]benzene-1,2-diol","4-[(1S,4S)-4-(2H-1,3-benzodioxol-5-yl)-hexahydrofuro[3,4-c]furan-1-yl]benzene-1,2-diol",Nah,OC1=C(O)C=C(C=C1)[C@H]1OCC2C1CO[C@@H]2C1=CC=C2OCOC2=C1,"InChI=1S/C19H18O6/c20-14-3-1-10(5-15(14)21)18-12-7-23-19(13(12)8-22-18)11-2-4-16-17(6-11)25-9-24-16/h1-6,12-13,18-21H,7-9H2/t12?,13?,18-,19-/m1/s1",CGEORJKFOZSMEZ-NWZDRYQDSA-N
272,HMDB0059747,4-Hydroxy-3-methoxy-cinnamoylglycine,C12H13NO5,251.2353,251.079372531,2-[(2E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enamido]acetic acid,N-feruloylglycine,Nah,COC1=CC(\C=C\C(=O)NCC(O)=O)=CC=C1O,"InChI=1S/C12H13NO5/c1-18-10-6-8(2-4-9(10)14)3-5-11(15)13-7-12(16)17/h2-6,14H,7H2,1H3,(H,13,15)(H,16,17)/b5-3+",CLGNQAIRBLDHIN-HWKANZROSA-N
273,HMDB0059749,6-Methoxy-pyridine-3-carboxylic acid,C7H7NO3,153.1354,153.042593095,6-methoxypyridine-3-carboxylic acid,6-methoxypyridine-3-carboxylic acid,Nah,COC1=CC=C(C=N1)C(O)=O,"InChI=1S/C7H7NO3/c1-11-6-3-2-5(4-8-6)7(9)10/h2-4H,1H3,(H,9,10)",NVDJVEQITUWZDT-UHFFFAOYSA-N
