accession,name,synonyms,chemical_formula,average_molecular_weight,monisotopic_molecular_weight,iupac_name,traditional_iupac,cas_registry_number,smiles,inchi,inchikey
HMDB0001189,2(N)-Methyl-norsalsolinol,"1,2,3,4-tetrahydro-2-Methyl-6,7-isoquinolinediol|2-Methyl-6,7-dihydroxy-1,2,3,4-tetrahydroisoquinoline|2-Methyl-6,7-dihydroxy-1,2,3,4-tetrahydroisoquinoline hydrobromide|NMNSAL|2-MDTIQ|2-Methyl-6,7-dihydroxy-1,2,3,4-tetrahydroisoquinoline hydrochloride|N-Methylnorsalsolinol",C10H13NO2,179.2157,179.094628665,"2-methyl-1,2,3,4-tetrahydroisoquinoline-6,7-diol",2(N)-methyl-norsalsolinol,63937-92-8,CN1CCC2=CC(O)=C(O)C=C2C1,"InChI=1S/C10H13NO2/c1-11-3-2-7-4-9(12)10(13)5-8(7)6-11/h4-5,12-13H,2-3,6H2,1H3",WETXYFNVBDLWIW-UHFFFAOYSA-N
HMDB0001198,Leukotriene C4,"(R-(R*,s*-(e,e,Z,Z)))-N-(S-(1-(4-carboxy-1-hydroxybutyl)-2,4,6,9-pentadecatetraenyl)-N-L-gamma-glutamyl-L-cysteinyl)glycine|5S,6R-LTC(Sub 4)|5S-Hydroxy,6R-(S-glutathionyl),7E,9E,11Z,14Z-eicosatetraenoic acid|LTC (Sub 4)|LTC4|(R-(R*,s*-(e,e,Z,Z)))-N-(S-(1-(4-carboxy-1-hydroxybutyl)-2,4,6,9-pentadecatetraenyl)-N-L-g-glutamyl-L-cysteinyl)glycine|(R-(R*,s*-(e,e,Z,Z)))-N-(S-(1-(4-carboxy-1-hydroxybutyl)-2,4,6,9-pentadecatetraenyl)-N-L-γ-glutamyl-L-cysteinyl)glycine|5S-Hydroxy,6R-(S-glutathionyl),7E,9E,11Z,14Z-eicosatetraenoate|Leukotriene C-1|Leukotriene C-4|Leukotrienes C|Leukotriene C|Leukotriene C 1|Leukotriene C 4|Leukotriene C1|(R-(R*,s*-(e,e,Z,Z)))-N-(S-(1-(4-carboxy-1-hydroxybutyl)-2,4,6,9-pentadecatetraenyl)-N-L-gamma-glutamyl-L-cysteinyl)-glycine|5S,6R-LTC|L-gamma-Glutamyl-S-[(1R,2E,4E,6Z,9Z)-1-[(1S)-4-carboxy-1-hydroxybutyl]-2,4,6,9-pentadecatetraenyl]-L-cysteinyl-glycine|Leucotriene C4|LTC|[R-[R*,s*-(e,e,Z,Z)]]-N-[S-[1-(4-carboxy-1-hydroxybutyl)-2,4,6,9-pentadecatetraenyl]-N-L-gamma-glutamyl-L-cysteinyl]-glycine 5S,6R-LTC4|5S,6R-LTC4|Leukotriene C4",C30H47N3O9S,625.774,625.303300807,"(5S,6R,7E,9E,11Z,14Z)-6-{[(2R)-2-[(4S)-4-amino-4-carboxybutanamido]-2-[(carboxymethyl)carbamoyl]ethyl]sulfanyl}-5-hydroxyicosa-7,9,11,14-tetraenoic acid",leukotriene C4,72025-60-6,CCCCC\C=C/C\C=C/C=C/C=C/[C@@H](SC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)[C@@H](O)CCCC(O)=O,"InChI=1S/C30H47N3O9S/c1-2-3-4-5-6-7-8-9-10-11-12-13-16-25(24(34)15-14-17-27(36)37)43-21-23(29(40)32-20-28(38)39)33-26(35)19-18-22(31)30(41)42/h6-7,9-13,16,22-25,34H,2-5,8,14-15,17-21,31H2,1H3,(H,32,40)(H,33,35)(H,36,37)(H,38,39)(H,41,42)/b7-6-,10-9-,12-11+,16-13+/t22-,23-,24-,25+/m0/s1",GWNVDXQDILPJIG-NXOLIXFESA-N
HMDB0001201,Guanosine diphosphate,"Guanosine 5'-diphosphate|Guanosine 5'-diphosphoric acid|Guanosine diphosphoric acid|5'-GDP|GDP|Guanosine 5'-(trihydrogen pyrophosphate)|Guanosine 5'-pyrophosphate|Guanosine mono(trihydrogen diphosphate)|Guanosine pyrophosphate|Guanosine-5'-diphosphate|Guanosine-diphosphate|PpG|5'-Diphosphate, guanosine|Diphosphate, guanosine 5'-trihydrogen|Guanosine 5' diphosphate|Guanosine 5' trihydrogen diphosphate|5'-Trihydrogen diphosphate, guanosine|Diphosphate, guanosine|Guanosine 5'-trihydrogen diphosphate",C10H15N5O11P2,443.2005,443.024329371,"[({[(2R,3S,4R,5R)-5-(2-amino-6-oxo-6,9-dihydro-3H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy]phosphonic acid","{[(2R,3S,4R,5R)-5-(2-amino-6-oxo-3H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy(hydroxy)phosphoryl}oxyphosphonic acid",146-91-8,NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1,"InChI=1S/C10H15N5O11P2/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(25-9)1-24-28(22,23)26-27(19,20)21/h2-3,5-6,9,16-17H,1H2,(H,22,23)(H2,19,20,21)(H3,11,13,14,18)/t3-,5-,6-,9-/m1/s1",QGWNDRXFNXRZMB-UUOKFMHZSA-N
HMDB0001220,Prostaglandin E2,"(15S)-Prostaglandin e2|(5Z,11alpha,13E,15S)-11,15-Dihydroxy-9-oxoprosta-5,13-dien-1-Oic acid|(5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprost-13-enoate|(5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprosta-5,13-dienoate|(e,Z)-(1R,2R,3R)-7-(3-Hydroxy-2-((3S)-(3-hydroxy-1-octenyl))-5-oxocyclopentyl)-5-heptenoic acid|(Z)-7-((1R,2R,3R)-3-Hydroxy-2-((S,e)-3-hydroxyoct-1-enyl)-5-oxocyclopentyl)hept-5-enoic acid|Dinoproston|Dinoprostona|Dinoprostone|Dinoprostonum|PGE2|Prepidil|Propess|Prostin e2|Cervidil|(5Z,11a,13E,15S)-11,15-Dihydroxy-9-oxoprosta-5,13-dien-1-Oate|(5Z,11a,13E,15S)-11,15-Dihydroxy-9-oxoprosta-5,13-dien-1-Oic acid|(5Z,11alpha,13E,15S)-11,15-Dihydroxy-9-oxoprosta-5,13-dien-1-Oate|(5Z,11Α,13E,15S)-11,15-dihydroxy-9-oxoprosta-5,13-dien-1-Oate|(5Z,11Α,13E,15S)-11,15-dihydroxy-9-oxoprosta-5,13-dien-1-Oic acid|(5Z,13E)-(15S)-11a,15-Dihydroxy-9-oxoprost-13-enoate|(5Z,13E)-(15S)-11a,15-Dihydroxy-9-oxoprost-13-enoic acid|(5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprost-13-enoic acid|(5Z,13E)-(15S)-11Α,15-dihydroxy-9-oxoprost-13-enoate|(5Z,13E)-(15S)-11Α,15-dihydroxy-9-oxoprost-13-enoic acid|(5Z,13E)-(15S)-11a,15-Dihydroxy-9-oxoprosta-5,13-dienoate|(5Z,13E)-(15S)-11a,15-Dihydroxy-9-oxoprosta-5,13-dienoic acid|(5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprosta-5,13-dienoic acid|(5Z,13E)-(15S)-11Α,15-dihydroxy-9-oxoprosta-5,13-dienoate|(5Z,13E)-(15S)-11Α,15-dihydroxy-9-oxoprosta-5,13-dienoic acid|(e,Z)-(1R,2R,3R)-7-(3-Hydroxy-2-((3S)-(3-hydroxy-1-octenyl))-5-oxocyclopentyl)-5-heptenoate|(Z)-7-((1R,2R,3R)-3-Hydroxy-2-((S,e)-3-hydroxyoct-1-enyl)-5-oxocyclopentyl)hept-5-enoate|(-)-Prostaglandin e2|(5Z,13E,15S)-11-alpha,15-Dihydroxy-9-oxoprost-5,13-dienoate|(5Z,13E,15S)-11-alpha,15-Dihydroxy-9-oxoprost-5,13-dienoic acid|5-trans-PGE2|Glandin|L-Prostaglandin e2|Minprositin e2|Minprostin e2|Prostaglandin e|Prostaglandin e2alpha|Prostarmon e|Prostin|e2, Prostaglandin|Prepidil gel|alpha, Prostaglandin e2|e2 alpha, Prostaglandin|e2alpha, Prostaglandin|alpha, PGE2|Prostenon|Gel, prepidil|PGE2 alpha|PGE2alpha|Prostaglandin e2 alpha",C20H32O5,352.4651,352.224974134,"(5Z)-7-[(1R,2R,3R)-3-hydroxy-2-[(1E,3S)-3-hydroxyoct-1-en-1-yl]-5-oxocyclopentyl]hept-5-enoic acid",dinoprostone,363-24-6,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O,"InChI=1S/C20H32O5/c1-2-3-6-9-15(21)12-13-17-16(18(22)14-19(17)23)10-7-4-5-8-11-20(24)25/h4,7,12-13,15-17,19,21,23H,2-3,5-6,8-11,14H2,1H3,(H,24,25)/b7-4-,13-12+/t15-,16+,17+,19+/m0/s1",XEYBRNLFEZDVAW-ARSRFYASSA-N
HMDB0001247,Aluminum,13Al|Al|Aluminio|Aluminium|Aluminium-27|Aluminium 27|Aluminum 27|Aluminum-27|Aluminum,Al,26.9815,26.981538441,alumane,alumane,7429-90-5,[Al],InChI=1S/Al,XAGFODPZIPBFFR-UHFFFAOYSA-N
HMDB0001256,Spermine,"4,9-Diaza-1,12-dodecanediamine|4,9-Diazadodecane-1,12-diamine|N,N'-bis(3-aminopropyl)-1,4-butanediamine|1,5,10,14-Tetraazatetradecane|4,9-Diazadodecamethylenediamine|Diaminopropyl-tetramethylenediamine|Diaminopropyltetramethylenediamine|Gerontine|Musculamine|N,N'-bis(3-aminopropyl)-1,4-tetramethylenediamine|N,N'-bis(3-aminopropyl)butane-1,4-diamine|N1,N4-Bis(3-aminopropyl)-1,4-butanediamine|Neuridine|Spermin|Spermine dihydrate|Spermine puriss|SPM",C10H26N4,202.3402,202.215746852,(3-aminopropyl)({4-[(3-aminopropyl)amino]butyl})amine,spermine,71-44-3,NCCCNCCCCNCCCN,"InChI=1S/C10H26N4/c11-5-3-9-13-7-1-2-8-14-10-4-6-12/h13-14H,1-12H2",PFNFFQXMRSDOHW-UHFFFAOYSA-N
HMDB0001257,Spermidine,"1,5,10-Triazadecane|4-Azaoctamethylenediamine|4-Azaoctane-1,8-diamine|N-(3-Aminopropyl)-1,4-butane-diamine|Spermidin|1,8-Diamino-4-azaoctane|Aminopropylbutandiamine|N-(3-Aminopropyl)-1,4-butanediamine|N-(3-Aminopropyl)-1,4-diamino-butane|N-(3-Aminopropyl)-1,4-diaminobutane|N-(3-Aminopropyl)-4-aminobutylamine|N-(4-Aminobutyl)-1,3-diaminopropane|N-(gamma-Aminopropyl)tetramethylenediamine|SPD",C7H19N3,145.2459,145.157897623,(4-aminobutyl)(3-aminopropyl)amine,spermidine,124-20-9,NCCCCNCCCN,"InChI=1S/C7H19N3/c8-4-1-2-6-10-7-3-5-9/h10H,1-9H2",ATHGHQPFGPMSJY-UHFFFAOYSA-N
HMDB0001259,Succinic acid semialdehyde,"3-Formylpropanoic acid|3-Formylpropionic acid|4-Oxobutanoate|beta-Formylpropionic acid|Semialdehyde succinique|Succinaldehydic acid|Succinate semialdehyde|Succinic semialdehyde|3-Formylpropanoate|3-Formylpropionate|4-Oxobutanoic acid|b-Formylpropionate|b-Formylpropionic acid|beta-Formylpropionate|Β-formylpropionate|Β-formylpropionic acid|Succinaldehydate|2-Formylpropionic acid ethyl ester|Butryaldehydate|Butryaldehydic acid|gamma-Oxybutyrate|gamma-Oxybutyric acid|Succinic semialdehyde, calcium salt|Succinic acid semialdehyde",C4H6O3,102.0886,102.031694058,4-oxobutanoic acid,succinic semialdehyde,692-29-5,OC(=O)CCC=O,"InChI=1S/C4H6O3/c5-3-1-2-4(6)7/h3H,1-2H2,(H,6,7)",UIUJIQZEACWQSV-UHFFFAOYSA-N
HMDB0001273,Guanosine triphosphate,"5'-GTP|Guanosine 5'-triphosphate|Guanosine 5'-triphosphoric acid|GUANOSINE-5'-triphosphATE|H4GTP|GUANOSINE-5'-triphosphoric acid|Guanosine triphosphoric acid|GTG|GTP|Guanosine 5'-(tetrahydrogen triphosphate)|Guanosine 5'-triphosphorate|Guanosine mono(tetrahydrogen triphosphate) (ester)|Triphosphate, guanosine",C10H16N5O14P3,523.1804,522.990659781,"({[({[(2R,3S,4R,5R)-5-(2-amino-6-oxo-6,9-dihydro-1H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy](hydroxy)phosphoryl}oxy)phosphonic acid","triphosphate, guanosine",86-01-1,NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1,"InChI=1S/C10H16N5O14P3/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(27-9)1-26-31(22,23)29-32(24,25)28-30(19,20)21/h2-3,5-6,9,16-17H,1H2,(H,22,23)(H,24,25)(H2,19,20,21)(H3,11,13,14,18)/t3-,5-,6-,9-/m1/s1",XKMLYUALXHKNFT-UUOKFMHZSA-N
HMDB0001302,Molybdenum,Mo|Molybdaen|Molybdene|Molybdenum atom|Molybdenum elemental|Molybdenum insoluble compounds|Molybdenum metallic,Mo,95.94,97.905407846,molybdenum(2+) ion,molybdenum(2+) ion,7439-98-7,[Mo++],InChI=1S/Mo/q+2,MMVYPOCJESWGTC-UHFFFAOYSA-N
HMDB0001310,D-Alanine,(2R)-2-Aminopropanoic acid|(R)-2-Aminopropanoic acid|(R)-Alanine|D-2-Aminopropionic acid|D-Ala|D-Alanin|D-alpha-Alanine|D-alpha-Aminopropionic acid|DAL|(2R)-2-Aminopropanoate|(R)-2-Aminopropanoate|D-2-Aminopropionate|D-a-Alanine|D-Α-alanine|D-a-Aminopropionate|D-a-Aminopropionic acid|D-alpha-Aminopropionate|D-Α-aminopropionate|D-Α-aminopropionic acid|Alanine|D(-)-a -Alanine|D(-)-alpha-Alanine|D-(-)-Alanine|(2R)-2-Aminopropionic acid|(R)-2-Aminopropionic acid|D(-)-Α-alanine,C3H7NO2,89.0932,89.047678473,(2R)-2-aminopropanoic acid,D-alanine,338-69-2,C[C@@H](N)C(O)=O,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m1/s1",QNAYBMKLOCPYGJ-UWTATZPHSA-N
HMDB0001311,D-Lactic acid,"(-)-Lactic acid|(R)-(-)-Lactic acid|D-2-Hydroxypropanoic acid|D-2-Hydroxypropionic acid|D-Milchsaeure|LACTIC ACID|D-Lactate|(-)-Lactate|(R)-(-)-Lactate|D-2-Hydroxypropanoate|D-2-Hydroxypropionate|LACTate|L-Lactate|(R)-2-Hydroxypropanoate|(R)-2-Hydroxypropanoic acid|(R)-2-Hydroxypropionate|(R)-2-Hydroxypropionic acid|(R)-a-Hydroxypropionate|(R)-a-Hydroxypropionic acid|(R)-alpha-Hydroxypropionate|(R)-alpha-Hydroxypropionic acid|(R)-Lactate|(R)-Lactic acid|D-(-)-Lactate|D-(-)-Lactic acid|delta-(-)-Lactate|delta-(-)-Lactic acid|delta-2-Hydroxypropanoate|delta-2-Hydroxypropanoic acid|delta-2-Hydroxypropionate|delta-2-Hydroxypropionic acid|delta-Lactate|delta-Lactic acid|DLA|L-(+)-Lactate|Propel|Tisulac|2 Hydroxypropanoic acid|2 Hydroxypropionic acid|2-Hydroxypropanoic acid|Ammonium lactate|L Lactic acid|2-Hydroxypropionic acid|Sarcolactic acid|D Lactic acid|Lactate, ammonium|L-Lactic acid|D-Lactic acid",C3H6O3,90.0779,90.031694058,(2R)-2-hydroxypropanoic acid,D-lactic acid,10326-41-7,C[C@@H](O)C(O)=O,"InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/t2-/m1/s1",JVTAAEKCZFNVCJ-UWTATZPHSA-N
HMDB0001314,Cyclic GMP,"CGMP|Guanosine 3',5'-cyclic monophosphate|Guanosine 3',5'-cyclic phosphate|Guanosine cyclic monophosphate|Guanosine 3',5'-cyclic monophosphoric acid|Guanosine 3',5'-cyclic phosphoric acid|Guanosine cyclic monophosphoric acid|3',5'-Cyclic GMP|3',5'-Guanosine|3',5'-Guanosine monophosphate|Cyclic 3',5'-guanosine monophosphate|Cyclic guanosine 3',5'-monophosphate|Cyclic-GMP|Guanosine 3',5'-cyclic-monophosphate|Guanosine 3',5'-monophosphate|Guanosine cyclic-monophosphate|Guanosine-cyclic-phosphoric-acid|Cyclic 3',5'-monophosphate, guanosine|GMP, Cyclic|Guanosine cyclic-3',5'-monophosphate|monoPhosphate, guanosine cyclic|3',5'-monoPhosphate, guanosine cyclic|Cyclic-3',5'-monophosphate, guanosine|Guanosine cyclic 3',5'-monophosphate|Guanosine cyclic 3,5 monophosphate|Cyclic monophosphate, guanosine|Guanosine cyclic 3',5' monophosphate",C10H12N5O7P,345.2053,345.047434275,"9-[(4aR,6R,7R,7aS)-2,7-dihydroxy-2-oxo-hexahydro-2λ⁵-furo[3,2-d][1,3,2]dioxaphosphinin-6-yl]-2-amino-6,9-dihydro-1H-purin-6-one",cyclic-GMP,7665-99-8,NC1=NC2=C(N=CN2[C@@H]2O[C@@H]3COP(O)(=O)O[C@H]3[C@H]2O)C(=O)N1,"InChI=1S/C10H12N5O7P/c11-10-13-7-4(8(17)14-10)12-2-15(7)9-5(16)6-3(21-9)1-20-23(18,19)22-6/h2-3,5-6,9,16H,1H2,(H,18,19)(H3,11,13,14,17)/t3-,5-,6-,9-/m1/s1",ZOOGRGPOEVQQDX-UUOKFMHZSA-N
HMDB0001315,Phosphorus,"15P|Fosforo|P|Phosphor|Phosphore|Hittorf'S phosphorus|Phosphorous|Phosphorus-30|Red phosphorus|Violet phosphorus|White phosphorus|Phosphorus 31|Phosphorus, red|Phosphorus-31|Phosphorus, white|Phosphorus, black|Yellow phosphorus|Phosphorus, yellow|Black phosphorus|Phosphorus",P,30.9738,30.973761512,phosphanylidyne,phosphanylidyne,7723-14-0,[P],InChI=1S/P,OAICVXFJPJFONN-UHFFFAOYSA-N
HMDB0001325,"N6,N6,N6-Trimethyl-L-lysine","(S)-2-Amino-6-(trimethylammonio)hexanoate|(S)-2-Amino-6-(trimethylammonio)hexanoic acid|delta-Trimethyllysine|epsilon-N-Trimethyl-L-lysine|epsilon-Trimethyl-L-lysine|N(6),N(6),N(6)-Trimethyl-L-lysine|S)-5-Amino-5-carboxy-N,N,N-trimethyl-1-pentanaminium|Trimethyllysine|6-N-L-Trimethyl-L-lysine|epsilon-N-Trimethyl-lysine|TRIMETHYLLLYSINE|Trimethyllysine hydroxide, inner salt, (S)-isomer|Trimethyllysine, (+-)-isomer|Trimethyllysine hydroxide,inner salt, (+-)-isomer|Trimethyllysine chloride, (S)-isomer|(2S)-2-Amino-6-(trimethylazaniumyl)hexanoic acid",C9H20N2O2,188.2673,188.152477894,(2S)-2-amino-6-(trimethylazaniumyl)hexanoate,n-trimethyllysine,19253-88-4,C[N+](C)(C)CCCC[C@H](N)C([O-])=O,"InChI=1S/C9H20N2O2/c1-11(2,3)7-5-4-6-8(10)9(12)13/h8H,4-7,10H2,1-3H3/t8-/m0/s1",MXNRLFUSFKVQSK-QMMMGPOBSA-N
HMDB0001327,Rubidium,RB(+)|Rb+|RUBIDIUM ion|Rubidium(1+)|Rubidium +|Rubidium,Rb,85.4678,84.911789341,rubidium(1+) ion,rubidium(1+) ion,7440-17-7,[Rb+],InChI=1S/Rb/q+1,NCCSSGKUIKYAJD-UHFFFAOYSA-N
HMDB0001333,Manganese,"MANGANESE (II) ion|Manganese(II)|Manganese, ion (MN2+)|Manganous ion|MN(II)|MN(2+)|MN2+",Mn,54.938,54.938049636,manganese(2+) ion,manganese(2+) ion,7439-96-5,[Mn++],InChI=1S/Mn/q+2,WAEMQWOKJMHJLA-UHFFFAOYSA-N
HMDB0001336,"3,4-Dihydroxybenzeneacetic acid","2-(3,4-DIHYDROXYPHENYL)acetIC ACID|3,4-Dihydroxyphenyl acetic acid|3,4-Dihydroxyphenylacetic acid|Dopacetic acid|Homoprotocatechuate|2-(3,4-DIHYDROXYPHENYL)acetate|3,4-Dihydroxyphenyl acetate|3,4-Dihydroxyphenylacetate|Dopacetate|3,4-Dihydroxybenzeneacetate|3,4 Dihydroxyphenylacetic acid|3,4-Dihydroxyphenylacetic acid, monosodium salt|(3,4-Dihydroxyphenyl)-acetic acid|(3,4-Dihydroxyphenyl)acetate|(3,4-Dihydroxyphenyl)acetic acid|3,4-DHPOP|3,4-Dihydroxy-benzeneacetic acid|3,4-Dihydroxy-phenylacetic acid|DHY|Dihydroxyphenylacetate|Dihydroxyphenylacetic acid|HAA|Homogentisic acid|3',4'-Dihydroxyphenylacetic acid",C8H8O4,168.1467,168.042258744,"2-(3,4-dihydroxyphenyl)acetic acid","3,4 dihydroxyphenylacetic acid",102-32-9,OC(=O)CC1=CC(O)=C(O)C=C1,"InChI=1S/C8H8O4/c9-6-2-1-5(3-7(6)10)4-8(11)12/h1-3,9-10H,4H2,(H,11,12)",CFFZDZCDUFSOFZ-UHFFFAOYSA-N
HMDB0001341,ADP,"5'-Adenylphosphoric acid|Adenosine 5'-diphosphate|ADENOSINE-5'-diphosphATE|H3ADP|5'-Adenylphosphate|Adenosine 5'-diphosphoric acid|ADENOSINE-5'-diphosphoric acid|Adenosindiphosphorsaeure|Adenosine 5'-pyrophosphate|Adenosine diphosphate|Adenosine pyrophosphate|Adenosine-5-diphosphate|Adenosine-diphosphate|5'-Pyrophosphate, adenosine|Adenosine 5' pyrophosphate|Diphosphate, adenosine|Magnesium ADP|MgADP|Pyrophosphate, adenosine|ADP, Magnesium|Adenosine diphosphoric acid|ADP",C10H15N5O10P2,427.2011,427.029414749,"[({[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy]phosphonic acid",adenosine-diphosphate,58-64-0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,"InChI=1S/C10H15N5O10P2/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(24-10)1-23-27(21,22)25-26(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1",XTWYTFMLZFPYCI-KQYNXXCUSA-N
HMDB0001348,SM(d18:1/18:0),"(2S,3R,4E)-3-Hydroxy-2-(stearoylamino)octadec-4-en-1-yl 2-(trimethylammonio)ethyl phosphate|2,3-(N-Steroylsphingosyl)-1-phosphocholine|2,3-SPPC|C18 Sphingomyelin|N-(Octadecanoyl)-sphing-4-enine-1-phosphocholine|N-Octadecanoylsphing-4-enine-1-phosphocholine|N-Octadecanoylsphingosine-1-phosphocholine|N-Stearoylsphing-4-enine-1-phosphocholine|Sphingomyelin (D18:1/18:0)|Stearoyl sphingomyelin|(2S,3R,4E)-3-Hydroxy-2-(stearoylamino)octadec-4-en-1-yl 2-(trimethylammonio)ethyl phosphoric acid|C18-Sphingomyelin|N-Stearoyl-D-erythro-sphingosylphosphorylcholine|N-Stearoylsphingomyelin|N-Stearoylsphingosine-1-phosphocholine|Sphingomyelin 18:0|Stearoylsphingomyelin|Sphingomyelin|N-(Octadecanoyl)-1-phosphocholine-sphing-4-enine|Sphingomyelin(D18:1/18:0)|N-(Octadecanoyl)-1-phosphocholine-sphingosine|N-(Octadecanoyl)-1-phosphocholine-D-erythro-sphingosine|N-(Octadecanoyl)-1-phosphocholine-4-sphingenine|N-(Octadecanoyl)-1-phosphocholine-D-sphingosine|N-(Octadecanoyl)-1-phosphocholine-sphingenine|N-(Octadecanoyl)-1-phosphocholine-erythro-4-sphingenine|SM(D18:1/18:0)",C41H83N2O6P,731.097,730.598875399,"(2-{[(2S,3R,4E)-3-hydroxy-2-octadecanamidooctadec-4-en-1-yl phosphono]oxy}ethyl)trimethylazanium","(2-{[(2S,3R,4E)-3-hydroxy-2-octadecanamidooctadec-4-en-1-yl phosphono]oxy}ethyl)trimethylazanium",58909-84-5,[H][C@@](COP([O-])(=O)OCC[N+](C)(C)C)(NC(=O)CCCCCCCCCCCCCCCCC)[C@H](O)\C=C\CCCCCCCCCCCCC,"InChI=1S/C41H83N2O6P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-41(45)42-39(38-49-50(46,47)48-37-36-43(3,4)5)40(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h32,34,39-40,44H,6-31,33,35-38H2,1-5H3,(H-,42,45,46,47)/b34-32+/t39-,40+/m0/s1",LKQLRGMMMAHREN-YJFXYUILSA-N
HMDB0001349,Selenium,Se(2+)|Se2+|Selenium dication|Selanediide|Selenide|Selenide(2-)|Selenium ion (se2+),Se,78.96,79.916521828,selandiylium,selandiylium,7782-49-2,[Se++],InChI=1S/Se/q+2,MFSBVGSNNPNWMD-UHFFFAOYSA-N
